cnit           ; lib_mrq_doss             ; lib_mod_doss             ; energ; hybride; typ_boite_nb_rapp; puiss_admin; puiss_max; masse_ordma_min; masse_ordma_max; conso_mixte; co2_mixte
M10MCDVPPS09876; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1765;            1765;         6.6;     152.0
M10MCDVPPS0A877; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1765;            1765;         6.8;     155.0
M10MCDVPPS0B878; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1765;            1765;         6.8;     155.0
M10MCDVPPS0C879; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1765;            1765;         6.3;     145.0
M10MCDVPPS0D880; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1765;            1765;         6.6;     152.0
M10MCDVPPS0E881; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1765;            1765;         6.8;     155.0
M10MCDVPPS0F882; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1765;            1765;         6.3;     145.0
M10MCDVPPS0G628; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1615;            1615;         5.6;     130.0
M10MCDVPPS0G883; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1765;            1765;         6.6;     152.0
M10MCDVPPS0H629; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1615;            1615;         5.9;     137.0
M10MCDVPPS0H884; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1765;            1765;         6.8;     155.0
M10MCDVPPS0J630; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1615;            1615;         6.1;     142.0
M10MCDVPPS0J631; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1615;            1615;         6.2;     145.0
M10MCDVPPS0J885; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1765;            1765;         6.8;     155.0
M10MCDVPPS0K632; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1615;            1615;         5.9;     137.0
M10MCDVPPS0L633; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1615;            1615;         6.1;     142.0
M10MCDVPPS0M634; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1615;            1615;         6.2;     145.0
M10MCDVPPS0N635; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1615;            1615;         6.2;     145.0
M10MCDVPPS0P636; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1615;            1615;         5.6;     130.0
M10MCDVPPS0P637; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1615;            1615;         5.9;     137.0
M10MCDVPPS0R638; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1615;            1615;         6.1;     142.0
M10MCDVPPS0R639; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1615;            1615;         6.2;     145.0
M10MCDVPPS0R990; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1785;            1785;         6.1;     141.0
M10MCDVPPS0R991; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1785;            1785;         6.1;     141.0
M10MCDVPPS0S640; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1615;            1615;         5.9;     137.0
M10MCDVPPS0S992; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1785;            1785;         6.1;     141.0
M10MCDVPPS0T641; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1615;            1615;         6.1;     142.0
M10MCDVPPS0T993; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1785;            1785;         6.1;     141.0
M10MCDVPPS0U642; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1615;            1615;         6.2;     145.0
M10MCDVPPS0U872; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1765;            1765;         6.3;     145.0
M10MCDVPPS0V643; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1615;            1615;         6.2;     145.0
M10MCDVPPS1H240; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1785;            1785;         6.4;     149.0
M10MCDVPPS1J241; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1785;            1785;         6.4;     149.0
M10MCDVPPS1J242; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1785;            1785;         6.4;     149.0
M10MCDVPPS1K243; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1785;            1785;         6.4;     149.0
M10MCDVPPS1L244; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1785;            1785;         6.4;     149.0
M10MCDVPPS1M245; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          12;     155.0;            1785;            1785;         6.4;     149.0
M10MCDVPGU43097; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          15;     185.0;            1845;            1845;         7.1;     165.0
M10MCDVPGU44098; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          15;     185.0;            1845;            1845;         7.2;     168.0
M10MCDVPGU45099; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          15;     185.0;            1845;            1845;         7.2;     169.0
M10MCDVPGU46100; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          15;     185.0;            1845;            1845;         7.2;     169.0
M10MCDVPGU47101; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          15;     185.0;            1845;            1845;         7.1;     165.0
M10MCDVPGU48102; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          15;     185.0;            1845;            1845;         7.2;     168.0
M10MCDVPGU49103; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          15;     185.0;            1845;            1845;         7.2;     169.0
M10MCDVPGU4A104; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          15;     185.0;            1845;            1845;         7.1;     165.0
M10MCDVPGU4B105; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          15;     185.0;            1845;            1845;         7.2;     168.0
M10MCDVPGU4C106; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          15;     185.0;            1845;            1845;         7.2;     169.0
M10MCDVPGU4D107; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          16;     185.0;            1925;            1925;         7.8;     184.0
M10MCDVPGU4E108; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          16;     185.0;            1925;            1925;         7.9;     186.0
M10MCDVPGU4F109; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          16;     185.0;            1925;            1925;         7.8;     184.0
M10MCDVPGU4G110; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          16;     185.0;            1925;            1925;         7.9;     186.0
M10MCDVPGU4H111; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          16;     185.0;            1925;            1925;         7.8;     184.0
M10MCDVPGU4J112; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          16;     185.0;            1925;            1925;         7.8;     184.0
M10MCDVPGU4P093; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          15;     185.0;            1845;            1845;         7.1;     165.0
M10MCDVPGU4P094; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          15;     185.0;            1845;            1845;         7.2;     168.0
M10MCDVPGU4R095; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          15;     185.0;            1845;            1845;         7.2;     169.0
M10MCDVPGU4R096; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          15;     185.0;            1845;            1845;         7.2;     169.0
M10MCDVPGW78485; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          15;     185.0;            1735;            1735;         7.0;     164.0
M10MCDVPGW79486; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          15;     185.0;            1735;            1735;         6.8;     159.0
M10MCDVPGW7A487; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          15;     185.0;            1735;            1735;         6.9;     161.0
M10MCDVPGW7B488; MERCEDES BENZ            ; CLASSE E                 ; ES   ; non    ; A 7              ;          15;     185.0;            1735;            1735;         7.0;     164.0
